id,year,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation,tags
41,2024,The computer was invented by:,Bill Gates,Faraday,Maxwell,Charles Babbage,D,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option D is correct[cite: 646]. Charles Babbage is widely regarded as the 'father of the computer' for inventing the first mechanical computer, the Difference Engine, and later the more complex Analytical Engine [cite: 270, 274].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **D (Charles Babbage):** Designed the first automatic computing engines in the 19th century [cite: 274].
- ❌ **A (Bill Gates):** Co-founder of Microsoft; associated with software and personal computing, not the invention of the computer [cite: 271].
- ❌ **B (Faraday):** Michael Faraday was a scientist known for his work in electromagnetism and electrochemistry [cite: 272].
- ❌ **C (Maxwell):** James Clerk Maxwell formulated the classical theory of electromagnetic radiation[cite: 273].

### 3. MEMORY AID (MNEMONIC) 
**'Babbage = Basis'** — Charles **Babbage** laid the **Basis** (foundation) for modern computing.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Who is known as the first computer programmer?' (Ada Lovelace, who worked with Babbage).
- **Key Connection:** This falls under the **General Knowledge** section of the Haryana MO exam.",General Knowledge|haryanamo
42,2024,Which country of the world does NOT have a written constitution?,Japan,England,USA,India,B,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option B is correct[cite: 646]. England (the United Kingdom) is famous for having an 'unwritten' or uncodified constitution[cite: 276, 278]. It consists of a collection of statutes, court judgments, and conventions rather than a single document.

### 2. BREAKDOWN OF OPTIONS 
- ✅ **B (England):** Uses an uncodified constitution [cite: 278].
- ❌ **A (Japan):** Has a codified constitution adopted in 1947 [cite: 277].
- ❌ **C (USA):** Has the world's oldest surviving written national constitution [cite: 279].
- ❌ **D (India):** Has the longest written constitution of any sovereign country in the world[cite: 280].

### 3. MEMORY AID (MNEMONIC) 
**'U-K = Un-Kodified'** — The **U**nited **K**ingdom has an **Un**codified (unwritten) system.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which is the longest written constitution in the world?' (India).
- **Key Connection:** Important for the **General Knowledge/Civics** portion of the exam.",General Knowledge|haryanamo
43,2024,The name of Pandit Ravi Shankar is associated with which of the following instruments?,Sarod,Veena,Sitar,Violin,C,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option C is correct[cite: 646]. Pandit Ravi Shankar was a world-renowned Indian musician and composer who became a global ambassador for Indian classical music through his mastery of the **Sitar** [cite: 282, 286].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **C (Sitar):** The instrument synonymous with Pandit Ravi Shankar [cite: 286].
- ❌ **A (Sarod):** Associated with maestros like Amjad Ali Khan [cite: 283].
- ❌ **B (Veena):** Associated with S. Balachander [cite: 284].
- ❌ **D (Violin):** Associated with L. Subramaniam[cite: 285].

### 3. MEMORY AID (MNEMONIC) 
**'S-S'** — **S**hankar plays the **S**itar.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Who is the famous Sarod player of India?' (Amjad Ali Khan).
- **Key Connection:** General Knowledge regarding **Indian Culture and Arts**.",General Knowledge|haryanamo
44,2024,Who was the first Health Minister of Independent India?,Raj Kumari Amrit Kaur,Jawahar Lal Nehru,Giani Zail Singh,Sushila Nair,A,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option A is correct[cite: 646]. Raj Kumari Amrit Kaur served as the first Health Minister of India in the first cabinet of Jawaharlal Nehru[cite: 288, 289]. She was instrumental in establishing the All India Institute of Medical Sciences (AIIMS).

### 2. BREAKDOWN OF OPTIONS 
- ✅ **A (Raj Kumari Amrit Kaur):** The first Health Minister (1947–1957) [cite: 289].
- ❌ **B (Jawahar Lal Nehru):** The first Prime Minister of India [cite: 291].
- ❌ **C (Giani Zail Singh):** Served as the seventh President of India [cite: 290].
- ❌ **D (Sushila Nair):** A prominent physician and later Health Minister, but not the first[cite: 292].

### 3. MEMORY AID (MNEMONIC) 
**'Amrit = Medicine'** — **Amrit** (Nectar/Life-giving medicine) was brought by the first Health Minister, **Amrit** Kaur.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which Health Minister was responsible for setting up AIIMS New Delhi?' (Raj Kumari Amrit Kaur).
- **Key Connection:** Essential for **Medical History** and **General Knowledge**.",General Knowledge|Medical History|haryanamo
45,2024,"Theme of the World Health Day, 2024 was:",Health for all,"My Health, My Right","Our Planet, Our Health","Building a fairer, Healthier world",B,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option B is correct[cite: 646]. The theme for World Health Day (April 7) 2024 was **'My Health, My Right'**[cite: 294, 299]. It was chosen to champion the right of everyone, everywhere to have access to quality health services, education, and information.

### 2. BREAKDOWN OF OPTIONS 
- ✅ **B (My Health, My Right):** The official 2024 theme [cite: 299].
- ❌ **A (Health for all):** The theme for 2023 (marking the 75th anniversary of WHO) [cite: 296].
- ❌ **C (Our Planet, Our Health):** The theme for 2022 [cite: 297].
- ❌ **D (Building a fairer world):** The theme for 2021[cite: 300].

### 3. MEMORY AID (MNEMONIC) 
**'24 = Rights'** — In 20**24**, we focus on our basic human **Rights** to health.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'On which date is World Health Day celebrated annually?' (April 7).
- **Key Connection:** Critical for **PSM** and current affairs in health.",PSM|General Knowledge|haryanamo
46,2024,Who was the first Asian winner of the Nobel Prize?,J.C Bose,Rabindranath Tagore,Amartya Sen,None of the above,B,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option B is correct[cite: 301, 646]. Rabindranath Tagore was the first Asian to be awarded the Nobel Prize[cite: 303]. He received the Nobel Prize in Literature in 1913 for his collection of poems, 'Gitanjali' [cite: 303].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **B (Rabindranath Tagore):** Won for Literature in 1913 [cite: 303].
- ❌ **A (J.C Bose):** Jagadish Chandra Bose was a pioneering scientist but did not receive a Nobel Prize [cite: 303].
- ❌ **C (Amartya Sen):** Awarded the Nobel Prize in Economic Sciences in 1998, much later than Tagore[cite: 304].

### 3. MEMORY AID (MNEMONIC) 
**'Literature Leads'** — The first Asian Nobel was for **Literature** (Tagore), not science or economics.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Who was the first Indian to win a Nobel Prize in Physics?' (C.V. Raman, 1930).
- **Key Connection:** This is a recurring **General Knowledge** question in Indian competitive exams.",General Knowledge|History|haryanamo
47,2024,Which is the first Country to give Voting Right to Women?,France,USA,New Zealand,Germany,C,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option C is correct[cite: 308, 646]. New Zealand was the first self-governing country in the world to grant all women the right to vote in parliamentary elections, which happened in 1893 [cite: 306].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **C (New Zealand):** Granted universal suffrage in 1893 [cite: 308].
- ❌ **A (France):** Women gained the right to vote much later, in 1944 [cite: 306].
- ❌ **B (USA):** The 19th Amendment was ratified in 1920 [cite: 307].
- ❌ **D (Germany):** Granted women the right to vote in 1918[cite: 309].

### 3. MEMORY AID (MNEMONIC) 
**'New Zeal for Women'** — Think of **New** Zealand as having the first 'New Zeal' to allow women to vote.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'When did Indian women get the right to vote?' (With the commencement of the Constitution in 1950, though limited rights existed earlier).
- **Key Connection:** High-yield for **General Knowledge (World History)**.",General Knowledge|History|haryanamo
48,2024,Which is the First country to Introduce GST?,Australia,India,USA,France,D,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option D is correct[cite: 315, 646]. France was the first country to implement the Goods and Services Tax (GST) system in 1954 to reduce tax evasion [cite: 311].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **D (France):** Introduced the system in 1954 [cite: 315].
- ❌ **B (India):** Implemented GST much later, on July 1, 2017 [cite: 313].
- ❌ **C (USA):** The United States does not have a federal GST; it uses a state-level sales tax system[cite: 314].

### 3. MEMORY AID (MNEMONIC) 
**'F-G'** — **F**rance was the **F**irst to start **G**ST.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'When was GST implemented in India?' (July 1, 2017).
- **Key Connection:** Important for **General Knowledge (Economy/Current Affairs)**.",General Knowledge|Economy|haryanamo
49,2024,Who was the first woman recipient of Magsaysay award?,Kiran Bedi,Arundithi Roy,Sushma Swaraj,None of the above,A,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option A is correct[cite: 318, 646]. Kiran Bedi was the first Indian woman to receive the Ramon Magsaysay Award[cite: 317]. She was honored in 1994 in the category of Government Service for her ground-breaking work in prison reform [cite: 317, 318].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **A (Kiran Bedi):** First Indian woman recipient (1994) [cite: 318].
- ❌ **B (Arundithi Roy):** Though she has won international awards like the Booker Prize, she is not the first female Magsaysay winner [cite: 319].
- ❌ **C (Sushma Swaraj):** A prominent politician but not a Magsaysay recipient[cite: 320].

### 3. MEMORY AID (MNEMONIC) 
**'Kiran = Key'** — **Kiran** Bedi was the **Key** woman who opened the door to the Magsaysay for Indian women.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Who was the first Indian ever to win the Magsaysay award?' (Vinoba Bhave, 1958).
- **Key Connection:** Common **General Knowledge** question regarding Indian achievers.",General Knowledge|Awards|haryanamo
50,2024,For how many disciplines is Nobel Prize awarded?,5,7,8,6,D,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option D is correct[cite: 327, 646]. The Nobel Prize is awarded in a total of **6** disciplines: Physics, Chemistry, Physiology or Medicine, Literature, Peace, and Economic Sciences [cite: 323].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **D (6):** The current total number of categories [cite: 327].
- ❌ **A (5):** This was the original number established by Alfred Nobel's will (Economics was added later in 1968)[cite: 324].

### 3. MEMORY AID (MNEMONIC) 
**'P-C-M-L-P-E'** — **P**hysics, **C**hemistry, **M**edicine, **L**iterature, **P**eace, **E**conomics.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which Nobel category was not part of Alfred Nobel's original will?' (Economic Sciences).
- **Key Connection:** Essential **General Knowledge** regarding global honors.",General Knowledge|Awards|haryanamo
51,2024,Which of the following is true about brachialis muscle?,It is innervated by the median nerve,It arises from the upper third of the humerus,It is a flexor at the elbow joint,It attaches to the bicipital tuberosity of the radius,C,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option C is correct. The brachialis is the primary and most powerful flexor of the elbow joint[cite: 332]. Unlike the biceps, it acts purely on the elbow and is often called the 'workhorse' of the elbow [cite: 332].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **C (Flexor at elbow):** Its sole action is elbow flexion [cite: 332].
- ❌ **A (Innervation):** It is primarily innervated by the Musculocutaneous nerve, though the lateral part often receives a branch from the Radial nerve [cite: 331].
- ❌ **B (Origin):** It arises from the lower half (distal two-thirds) of the anterior surface of the humerus [cite: 334].
- ❌ **D (Insertion):** It attaches to the coronoid process and tuberosity of the ulna, not the radius[cite: 335].

### 3. MEMORY AID (MNEMONIC) 
**'B-U-M'** — **B**rachialis inserts on the **U**lna and is supplied by the **M**usculocutaneous nerve.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which muscle is known as the workhorse of the elbow?' (Brachialis).
- **Key Connection:** Fundamental for **Anatomy** of the upper limb.",Anatomy|haryanamo
52,2024,The derivatives of second pharyngeal arch are all of the following Except:,Stylohyoid ligament,Malleus,Styloid process,Stapes,B,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option B is correct. The Malleus and Incus are derivatives of the **first** pharyngeal arch (Meckel’s cartilage)[cite: 346]. The second arch (Reichert’s cartilage) gives rise to the Stapes, Styloid process, and Stylohyoid ligament [cite: 336, 337, 338, 347].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **B (Malleus):** Derived from the 1st arch [cite: 346].
- ❌ **A, C, D:** All are classic 2nd arch derivatives[cite: 337, 338, 347].

### 3. MEMORY AID (MNEMONIC) 
**'S' sounds for Second Arch** — **S**tapes, **S**tyloid process, **S**tylohyoid ligament, and **S**uperior part of hyoid bone.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'The muscles of facial expression are derived from which arch?' (2nd arch).
- **Key Connection:** Essential for **Embryology** and **Anatomy**.",Anatomy|Embryology|haryanamo
53,2024,All the muscles of Tongue are innervated by Hypoglossal Nerve Except:,Palatoglossus,Genioglossus,Hypoglossus,Styloglossus,A,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option A is correct. The Palatoglossus is the only tongue muscle not supplied by the Hypoglossal nerve (CN XII); it is actually a muscle of the palate and is innervated by the Pharyngeal plexus (Cranial part of Accessory nerve via Vagus) [cite: 341, 348].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **A (Palatoglossus):** Supplied by the Pharyngeal plexus [cite: 341].
- ❌ **B, C, D:** These are the intrinsic and other extrinsic muscles of the tongue, all supplied by CN XII[cite: 342, 349, 350].

### 3. MEMORY AID (MNEMONIC) 
**'P for Palate'** — **P**alatoglossus is a **P**alate muscle, so it follows the **P**haryngeal plexus innervation.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Which muscle is the safety muscle of the tongue?' (Genioglossus).
- **Key Connection:** High-yield for **Anatomy** and **ENT**.",Anatomy|ENT|haryanamo
54,2024,Which nerve is felt behind medial epicondyle of humerus?,Ulnar,Radial,Median,Axillary,A,"### 1. DIRECT ANSWER & CORE EXPLANATION 
Option A is correct. The Ulnar nerve passes through the ulnar groove on the posterior aspect of the medial epicondyle of the humerus[cite: 344, 345]. This is where it is most superficial and can be easily palpated or compressed (the 'funny bone') [cite: 345].

### 2. BREAKDOWN OF OPTIONS 
- ✅ **A (Ulnar nerve):** Located in the post-epitrochlear groove[cite: 344].
- ❌ **B (Radial nerve):** Passes through the spiral groove on the posterior shaft of the humerus.
- ❌ **C (Median nerve):** Passes anteriorly in the cubital fossa.
- ❌ **D (Axillary nerve):** Winds around the surgical neck of the humerus.

### 3. MEMORY AID (MNEMONIC) 
**'Ulnar is Under the medial side'** — Think of the **U**lnar nerve being tucked **U**nder the medial epicondyle.

### 4. FUTURE QUESTIONS & CONNECTIONS 
- **Potential Question:** 'Injury to which nerve at the elbow causes Claw Hand?' (Ulnar nerve).
- **Key Connection:** Important for **Clinical Anatomy** and **Orthopedics**.",Anatomy|Orthopedics|haryanamo
